"ANONID" "SUBJECT" "CATALOG_NBR" "GRD_PTS_PER_UNIT" "GPAO" "DIV" "ANON_INSTR_ID" "TERM" "MAJOR3_DESCR" "MAJOR2_DESCR" "MAJOR1_DESCR" "HSGPA" "LAST_ACT_ENGL_SCORE" "LAST_ACT_MATH_SCORE" "LAST_ACT_READ_SCORE" "LAST_ACT_SCIRE_SCORE" "LAST_ACT_COMP_SCORE" "LAST_SATI_VERB_SCORE" "LAST_SATI_MATH_SCORE" "LAST_SATI_TOTAL_SCORE" "SEX" "STDNT_GROUP1" "STDNT_GROUP2" "MAJOR1_DEPT" "MAJOR2_DEPT" "MAJOR3_DEPT" "ADMIT_TERM" "MAJOR1_TERM" "MAJOR2_TERM" "MAJOR3_TERM"
"10826" 139519 "STATS" 250 1 2.85632183908046 "S" 386 123 NA NA "Cellular & Molec Biology BS" 4 31 24 36 25 29 NA NA NA "F" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 114 127 NA NA
"10827" 139532 "STATS" 250 2.3 3.24047619047619 "S" 1260 134 NA NA NA 3.9 33 33 NA NA 33 680 730 1410 "F" NA NA NA NA NA 134 NA NA NA
"10828" 139543 "STATS" 250 3 3.14285714285714 "S" 1260 122 NA NA "Communication BA" 3.7 35 31 32 28 32 640 690 1330 "M" NA NA "Communication Studies" NA NA 118 133 NA NA
"10829" 139545 "STATS" 250 0 2.42435897435897 "S" 71 134 NA NA NA 3.8 30 26 26 27 28 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"10830" 139548 "STATS" 250 0 2.5986301369863 "S" 386 135 NA NA NA 3.7 23 19 16 20 20 NA NA NA "F" "D" "E" NA NA NA 125 NA NA NA
"10831" 139548 "STATS" 250 0.7 3.01481481481481 "S" 386 131 NA NA NA 3.7 23 19 16 20 20 NA NA NA "F" "D" "E" NA NA NA 125 NA NA NA
"10832" 139556 "STATS" 250 3 3.94285714285714 "S" 1260 118 NA NA "Psychology BA" 0 30 23 32 25 28 NA NA NA "F" NA NA "Psychology Department" NA NA 118 123 NA NA
"10833" 139592 "STATS" 250 4 3.89387755102041 "S" 386 131 NA NA NA 3.7 29 34 30 32 32 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"10834" 139596 "STATS" 250 4 3.56086956521739 "S" 1260 135 NA NA NA 3.7 23 28 29 30 28 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"10835" 139602 "STATS" 250 3.3 2.83181818181818 "S" 71 131 NA NA "Biopsych, Cognit & Neurosci BS" 3.9 27 26 34 25 28 NA NA NA "F" NA NA "Psychology Department" NA NA 122 135 NA NA
"10836" 139610 "STATS" 250 2.3 3.13518518518519 "S" 1260 118 NA NA "Psychology BA" 4 28 28 28 28 28 NA NA NA "F" "F" NA "Psychology Department" NA NA 114 127 NA NA
"10837" 139616 "STATS" 250 2.7 2.5728813559322 "S" 1260 126 NA "Biomolecular Science BS" "Neuroscience BS" 3.9 27 28 34 31 30 NA NA NA "M" NA NA "Molecular, Cellular, and Developmental Biology" "Chemistry Department" NA 118 135 135 NA
"10838" 139661 "STATS" 250 3.7 3.63636363636364 "S" 1802 130 NA NA NA 0 26 29 NA NA 28 530 710 1240 "F" NA NA NA NA NA 126 NA NA NA
"10839" 139688 "STATS" 250 3.7 3.0975 "S" 1260 122 NA NA "Psychology BA" 3.8 25 33 NA NA 28 540 760 1300 "F" NA NA "Psychology Department" NA NA 118 133 NA NA
"10840" 139697 "STATS" 250 4 3.90294117647059 "S" 1260 131 NA NA NA 4 33 33 36 34 34 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"10841" 139709 "STATS" 250 3.3 3.75897435897436 "S" 386 119 NA "Psychology BA" "Women's Studies BA" 3.9 32 24 31 26 28 NA NA NA "F" NA NA "Women's Studies Department" "Psychology Department" NA 114 127 127 NA
"10842" 139716 "STATS" 250 0 1.57536231884058 "S" 1260 122 NA NA NA 3.9 29 33 35 35 33 NA NA NA "M" NA NA NA NA NA 114 NA NA NA
"10843" 139728 "STATS" 250 4 3.53472222222222 "S" 1260 135 NA NA NA 3.7 26 34 30 32 30 NA NA NA "M" NA NA NA NA NA 134 NA NA NA
"10844" 139736 "STATS" 250 3.7 3.26571428571429 "S" 1260 134 NA NA NA 3.7 30 30 29 31 30 NA NA NA "M" NA NA NA NA NA 134 NA NA NA
"10845" 139737 "STATS" 250 3 3.34468085106383 "S" 1260 119 NA NA "Nursing BS Soph Transfer" 0 31 25 34 33 31 NA NA NA "F" NA NA "School Of Nursing" NA NA 118 127 NA NA
"10846" 139739 "STATS" 250 2.3 3.17368421052632 "S" 1260 130 NA NA NA 3.8 35 33 32 31 33 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"10847" 139755 "STATS" 250 0 2.81818181818182 "S" 1802 126 NA NA NA 3.9 33 30 33 30 32 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"10848" 139774 "STATS" 250 4 3.32857142857143 "S" 1446 135 NA NA NA 3.6 31 28 33 26 30 NA NA NA "F" NA NA NA NA NA 134 NA NA NA
"10849" 139780 "STATS" 250 3.7 3.792 "S" 1260 118 NA NA "Biopsych, Cognit & Neurosci BS" 3.7 24 25 28 24 26 NA NA NA "M" "E" NA "Psychology Department" NA NA 114 127 NA NA
"10850" 139782 "STATS" 250 4 3.56666666666667 "S" 386 130 NA NA NA 3.9 31 34 32 27 31 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"10851" 139792 "STATS" 250 3 2.88148148148148 "S" 386 126 NA "Economics BA" "Psychology BA" 3.9 26 33 27 34 30 NA NA NA "M" NA NA "Psychology Department" "Economics Department" NA 118 131 131 NA
"10852" 139811 "STATS" 250 3.3 3.5575 "S" 386 135 NA NA NA 3.9 32 28 31 29 30 610 570 1180 "F" NA NA NA NA NA 130 NA NA NA
"10853" 139816 "STATS" 250 3.3 3.54864864864865 "S" 386 126 NA NA "Linguistics BA" 3.5 35 29 35 31 33 730 630 1360 "F" NA NA "Department of Linguistics" NA NA 114 127 NA NA
"10854" 139818 "STATS" 250 2.7 3.33505154639175 "S" 71 134 NA NA NA 3.5 33 31 28 29 31 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"10855" 139822 "STATS" 250 3.7 3.37380952380952 "S" 1260 123 NA NA "Sport Management BA" 0 24 25 29 26 26 NA NA NA "M" NA NA "School Of Kinesiology" NA NA 115 123 NA NA
"10856" 139829 "STATS" 250 4 4 "S" 71 130 NA NA NA 3.9 35 35 32 35 35 NA NA NA "F" NA "G" NA NA NA 130 NA NA NA
"10857" 139834 "STATS" 250 3.3 3.39655172413793 "S" 386 134 NA NA NA 3.9 34 26 19 26 27 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"10858" 139841 "STATS" 250 4 3.88 "S" 386 118 NA NA "Neuroscience BS" 4 30 33 31 31 31 620 610 1230 "F" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 106 119 NA NA
"10859" 139854 "STATS" 250 2.3 2.97594936708861 "S" 1446 135 NA NA NA 3.6 27 36 25 30 29 670 770 1440 "M" NA NA NA NA NA 134 NA NA NA
"10860" 139866 "STATS" 250 3.3 3.01460674157303 "S" 1446 134 NA NA NA 3.9 28 29 30 28 29 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"10861" 139884 "STATS" 250 3.3 3.703125 "S" 386 134 NA NA "Neuroscience BS" 3.8 31 30 32 25 30 580 680 1260 "M" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 122 135 NA NA
"10862" 139886 "STATS" 250 3.7 3.73846153846154 "S" 386 135 NA NA NA 0 28 26 NA NA 27 660 550 1210 "M" NA "G" NA NA NA 127 NA NA NA
"10863" 139891 "STATS" 250 2.7 2.7 "S" 386 118 NA NA "Political Science BA" 3.9 26 26 26 23 25 630 590 1220 "F" NA NA "Political Science Department" NA NA 114 127 NA NA
"10864" 139902 "STATS" 250 2.3 3.3 "S" 1802 130 NA NA NA 3.6 25 25 23 23 24 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"10865" 139908 "STATS" 250 2.3 2.96515151515151 "S" 386 131 NA NA "American Culture BA" 0 NA NA NA NA NA NA NA NA "F" NA NA "American Culture Program" NA NA 106 131 NA NA
"10866" 139909 "STATS" 250 3.3 3.36034482758621 "S" 386 119 NA NA "Sport Management BA" 0 31 30 31 29 30 NA NA NA "M" NA NA "School Of Kinesiology" NA NA 122 131 NA NA
"10867" 139914 "STATS" 250 3 3.5 "S" 1260 119 NA NA "Biopsych, Cognit & Neurosci BS" 3.8 29 33 34 32 32 NA NA NA "F" NA NA "Psychology Department" NA NA 118 131 NA NA
"10868" 139918 "STATS" 250 4 3.69130434782609 "S" 386 134 NA NA NA 3.9 26 32 29 27 29 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"10869" 139927 "STATS" 250 3.7 3.74102564102564 "S" 386 131 NA NA NA 0 31 33 NA NA 32 740 680 1420 "M" NA NA NA NA NA 134 NA NA NA
"10870" 139969 "STATS" 250 3.7 3.54782608695652 "S" 1260 123 NA NA "Psychology BS" 3.7 34 36 34 33 34 NA NA NA "F" NA NA "Psychology Department" NA NA 122 135 NA NA
"10871" 139970 "STATS" 250 3.3 3.31851851851852 "S" 1260 134 NA NA NA 3.8 23 30 NA NA 29 630 660 1290 "M" NA NA NA NA NA 130 NA NA NA
"10872" 139976 "STATS" 250 4 3.96 "S" 386 118 NA NA "Neuroscience BS" 3.9 26 32 28 28 29 NA NA NA "M" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 114 127 NA NA
"10873" 139979 "STATS" 250 3 3.01176470588235 "S" 71 134 NA NA NA 3.7 22 24 20 21 22 NA NA NA "F" "D" "E" NA NA NA 129 NA NA NA
"10874" 139998 "STATS" 250 3.7 3.64814814814815 "S" 386 135 NA NA NA 3.9 36 34 NA NA 27 670 690 1360 "F" NA NA NA NA NA 134 NA NA NA
"10875" 140005 "STATS" 250 3.7 3.61111111111111 "S" 386 134 NA NA NA 3.8 29 34 31 29 31 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"10876" 140014 "STATS" 250 1.3 2.9195652173913 "S" 1260 131 NA NA NA 3.8 27 29 32 28 29 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"10877" 140030 "STATS" 250 2.7 3.56447368421053 "S" 1260 118 NA "Psychology BA" "Communication BA" 3.8 29 27 30 27 29 NA NA NA "F" NA NA "Communication Studies" "Psychology Department" NA 114 127 127 NA
"10878" 140034 "STATS" 250 2.7 3.45714285714286 "S" 1260 119 NA NA NA 0 21 22 20 17 20 NA NA NA "F" NA NA NA NA NA 119 NA NA NA
"10879" 140036 "STATS" 250 0 2.96491228070175 "S" 71 130 NA NA NA 3.2 22 26 NA NA 26 600 500 1100 "F" "E" NA NA NA NA 130 NA NA NA
"10880" 140061 "STATS" 250 0 2.48392857142857 "S" 1260 127 NA "Asian Studies BA" "Political Science BA" 3.7 28 34 NA NA 33 630 770 1400 "M" NA NA "Political Science Department" "Asian Languages And Cultures" NA 122 135 135 NA
"10881" 140077 "STATS" 250 4 3.24285714285714 "S" 1260 123 NA NA "Nursing BS Soph Transfer" 3.7 29 32 36 31 32 NA NA NA "F" NA NA "School Of Nursing" NA NA 118 131 NA NA
"10882" 140098 "STATS" 250 3.3 3.35483870967742 "S" 1260 123 NA "Economics BA" "Program in Entrepreneurship" 3.62 32 32 31 32 32 NA NA NA "M" NA "G" "CoE Ctr for Entrepreneurship" "Economics Department" NA 118 131 131 NA
"10883" 140120 "STATS" 250 0 2.36153846153846 "S" 1446 131 NA NA NA 0 24 22 NA NA 25 470 560 1030 "M" NA NA NA NA NA 131 NA NA NA
"10884" 140126 "STATS" 250 3 3.36 "S" 71 135 NA NA NA 3.8 31 27 NA NA 24 570 650 1220 "F" NA NA NA NA NA 134 NA NA NA
"10885" 140144 "STATS" 250 4 3.78 "S" 386 118 NA NA "Asian Studies BA" 4 35 35 26 31 32 750 720 1470 "F" NA NA "Asian Languages And Cultures" NA NA 114 127 NA NA
"10886" 140148 "STATS" 250 4 3.97073170731707 "S" 386 131 NA NA "Organizational Studies BA" 4 31 32 25 36 31 NA NA NA "F" NA "G" "Organizational Studies" NA NA 122 135 NA NA
"10887" 140150 "STATS" 250 3.7 3.71923076923077 "S" 386 118 NA "Psychology BA" "Communication BA" 3.2 33 26 22 26 27 NA NA NA "F" NA NA "Communication Studies" "Psychology Department" NA 114 127 127 NA
"10888" 140160 "STATS" 250 0.7 2.83333333333333 "S" 386 122 NA NA "Sociology BA" 0 27 23 20 22 23 NA NA NA "F" NA NA "Sociology Department" NA NA 124 131 NA NA
"10889" 140202 "STATS" 250 3.7 3.35614035087719 "S" 386 118 NA NA "Neuroscience BS" 3.8 34 34 34 33 34 NA NA NA "F" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 114 127 NA NA
"10890" 140236 "STATS" 250 2.7 3.02051282051282 "S" 386 134 NA NA NA 4 24 26 26 26 26 NA NA NA "M" NA NA NA NA NA 122 NA NA NA
"10891" 140255 "STATS" 250 3.7 3.65 "S" 386 130 NA NA "Biology BS" 3.9 36 27 36 32 33 NA NA NA "F" NA NA "Biology Department" NA NA 118 131 NA NA
"10892" 140265 "STATS" 250 3.7 3.08571428571429 "S" 1260 119 NA "Russian BA" "Psychology BA" 0 26 30 23 29 27 NA NA NA "M" NA NA "Psychology Department" "Slavic Languages & Lit Dept" NA 110 126 126 NA
"10893" 140290 "STATS" 250 3.7 3.61481481481481 "S" 71 134 NA NA NA 3.7 34 34 34 32 33 670 680 1350 "F" NA NA NA NA NA 134 NA NA NA
"10894" 140312 "STATS" 250 3.7 3.59818181818182 "S" 1260 134 NA NA NA 3.9 32 33 31 28 31 590 780 1370 "M" NA NA NA NA NA 130 NA NA NA
"10895" 140320 "STATS" 250 4 3.94893617021277 "S" 386 126 NA NA "Political Science BA" 4 30 31 28 30 30 NA NA NA "F" NA NA "Political Science Department" NA NA 122 134 NA NA
"10896" 140338 "STATS" 250 2.7 2.89166666666667 "S" 386 130 NA NA "Computer Science BSE" 3.9 33 34 NA NA 32 610 640 1250 "M" NA NA "Electrical Engr & Computer Sci" NA NA 122 135 NA NA
"10897" 140356 "STATS" 250 4 3.76296296296296 "S" 1260 127 NA NA NA 3.9 29 31 NA NA 30 650 700 1350 "M" NA NA NA NA NA 126 NA NA NA
"10898" 140361 "STATS" 250 4 3.59333333333333 "S" 386 134 NA NA NA 3.7 34 30 NA NA 28 630 640 1270 "M" NA NA NA NA NA 126 NA NA NA
"10899" 140389 "STATS" 250 1.3 3.0452380952381 "S" 1260 119 NA NA "Neuroscience BS" 3.9 27 27 28 31 29 NA NA NA "M" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 114 131 NA NA
"10900" 140417 "STATS" 250 4 3.94782608695652 "S" 1260 118 NA NA "Screen Arts & Cultures BA" 3.9 29 36 28 26 30 NA NA NA "M" NA NA "Screen Arts and Cultures" NA NA 110 127 NA NA
"10901" 140421 "STATS" 250 4 3.62 "S" 1802 122 NA NA "Economics BA" 3.97 29 31 NA NA 30 650 700 1350 "F" NA NA "Economics Department" NA NA 118 131 NA NA
"10902" 140426 "STATS" 250 4 3.72205882352941 "S" 386 131 NA NA NA 3.9 34 30 28 26 30 620 720 1340 "F" NA NA NA NA NA 126 NA NA NA
"10903" 140444 "STATS" 250 3 3.42424242424242 "S" 1802 122 NA NA "Psychology BA" 3.7 23 27 24 24 25 570 630 1200 "F" NA NA "Psychology Department" NA NA 118 131 NA NA
"10904" 140481 "STATS" 250 3.3 3.67647058823529 "S" 1802 127 NA NA NA 3.8 34 29 NA NA 31 700 710 1410 "M" NA NA NA NA NA 126 NA NA NA
"10905" 140484 "STATS" 250 3.3 3.55769230769231 "S" 1446 134 NA NA NA 4 35 35 32 25 32 NA NA NA "M" NA NA NA NA NA 134 NA NA NA
"10906" 140492 "STATS" 250 2.7 3.05238095238095 "S" 386 119 NA NA "General Biology BS" 4 24 26 26 23 25 550 570 1120 "F" "E" NA "Biology Department" NA NA 102 119 NA NA
"10907" 140515 "STATS" 250 3.3 3.64074074074074 "S" 386 135 NA NA NA 4 33 28 27 25 29 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"10908" 140536 "STATS" 250 2.3 3.35348837209302 "S" 1802 130 NA NA NA 3.9 25 23 36 25 28 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"10909" 140539 "STATS" 250 4 3.68409090909091 "S" 386 130 NA NA NA 0 30 34 NA NA 33 710 790 1500 "F" NA NA NA NA NA 130 NA NA NA
"10910" 140556 "STATS" 250 3 3.86162790697674 "S" 386 135 NA NA NA 0 32 28 31 21 28 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"10911" 140559 "STATS" 250 3.7 3.80263157894737 "S" 1802 127 NA "Ecology & Evolut Biology BS" "Anthropology BS" 3.7 24 33 NA NA 29 650 750 1400 "M" NA NA "Anthropology Department" "Ecology & Evolutionary Biology" NA 118 131 131 NA
"10912" 140590 "STATS" 250 3.7 3.875 "S" 386 122 NA NA "English BA" 3.9 34 27 34 24 30 770 640 1410 "F" NA "G" "English Language & Literature Dept" NA NA 118 131 NA NA
"10913" 140608 "STATS" 250 3.7 3.6 "S" 1446 135 NA NA NA 3.7 29 32 32 28 30 NA NA NA "F" NA NA NA NA NA 134 NA NA NA
"10914" 140610 "STATS" 250 2.7 3.42424242424242 "S" 1260 127 NA NA "Biopsych, Cognit & Neurosci BA" 3.6 31 27 31 28 30 NA NA NA "F" NA NA "Psychology Department" NA NA 122 135 NA NA
"10915" 140612 "STATS" 250 2.7 3.32962962962963 "S" 1446 135 NA NA NA 3.4 32 32 NA NA 31 620 800 1420 "M" NA NA NA NA NA 134 NA NA NA
"10916" 140663 "STATS" 250 3.7 3.36 "S" 71 131 NA NA NA 0 30 27 NA NA 24 590 560 1150 "F" NA NA NA NA NA 134 NA NA NA
"10917" 140667 "STATS" 250 3.7 3.63103448275862 "S" 1260 135 NA NA NA 3.6 30 33 31 28 30 NA NA NA "M" NA NA NA NA NA 134 NA NA NA
"10918" 140670 "STATS" 250 4 3.38571428571429 "S" 386 118 NA NA "Political Science BA" 2.9 25 28 NA NA 27 590 570 1160 "F" NA NA "Political Science Department" NA NA 114 127 NA NA
"10919" 140722 "STATS" 250 3.3 3.77837837837838 "S" 386 131 NA NA NA 3.9 31 30 28 28 30 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"10920" 140741 "STATS" 250 3.7 3.85 "S" 386 126 NA "International Studies BA" "Asian Studies BA" 3.6 30 26 29 24 28 630 640 1270 "M" NA NA "Asian Languages And Cultures" "International Institute" NA 118 130 130 NA
"10921" 140777 "STATS" 250 2.3 2.9037037037037 "S" 386 130 NA NA NA 4 32 25 27 27 28 NA NA NA "F" "E" NA NA NA NA 122 NA NA NA
"10922" 140805 "STATS" 250 4 3.64 "S" 1260 135 NA NA NA 3.9 36 31 35 31 33 800 760 1560 "F" NA "G" NA NA NA 134 NA NA NA
"10923" 140810 "STATS" 250 4 3.94 "S" 1802 126 NA NA "Business Administration BBA" 4 35 28 36 32 33 NA NA NA "F" NA NA "School of Business Administration" NA NA 122 135 NA NA
"10924" 140819 "STATS" 250 3 3.32575757575758 "S" 71 135 NA NA NA 4 35 28 32 32 32 NA NA NA "F" NA NA NA NA NA 134 NA NA NA
"10925" 140849 "STATS" 250 4 4 "S" 1446 134 NA "Spanish BS" "Biomolecular Science BS" 0 34 30 36 31 33 NA NA NA "M" NA "G" "Chemistry Department" "Romance Languages Department" NA 134 131 131 NA
"10926" 140867 "STATS" 250 3 3.12363636363636 "S" 386 122 NA NA "Sport Management BA" 3.4 17 21 17 22 20 NA NA NA "M" NA NA "School Of Kinesiology" NA NA 118 131 NA NA
"10927" 140870 "STATS" 250 4 3.51379310344828 "S" 1260 118 NA NA "Political Science BA" 3.95 36 26 26 28 29 NA NA NA "F" NA NA "Political Science Department" NA NA 118 130 NA NA
"10928" 140877 "STATS" 250 2 3.06086956521739 "S" 386 131 NA NA NA 3.3 28 24 18 24 23 NA NA NA "F" "F" "D" NA NA NA 126 NA NA NA
"10929" 140887 "STATS" 250 2.7 3.11710526315789 "S" 386 135 NA NA NA 3.9 31 32 NA NA 32 620 750 1370 "M" NA NA NA NA NA 126 NA NA NA
"10930" 140900 "STATS" 250 2.7 3.00606060606061 "S" 386 118 NA NA "Neuroscience BS" 3.5 33 25 32 27 30 NA NA NA "F" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 114 127 NA NA
"10931" 140923 "STATS" 250 3.7 3.52894736842105 "S" 71 135 NA NA NA 3.9 32 35 33 36 34 720 790 1510 "M" NA NA NA NA NA 134 NA NA NA
"10932" 140939 "STATS" 250 3 3.57868852459016 "S" 1260 126 NA NA NA 3.5 34 30 31 26 31 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"10933" 140946 "STATS" 250 3 2.22844036697248 "S" 1446 134 NA NA NA 3.1 30 25 22 25 26 NA NA NA "F" NA NA NA NA NA 134 NA NA NA
"10934" 140965 "STATS" 250 2.7 2.86 "S" 1260 131 NA NA "Computer Science BSE" 3.8 33 35 NA NA 33 750 760 1510 "M" NA NA "Electrical Engr & Computer Sci" NA NA 118 131 NA NA
"10935" 140972 "STATS" 250 4 3.68918918918919 "S" 1260 118 NA NA "Organizational Studies BA" 3.8 30 28 29 27 28 NA NA NA "F" NA NA "Organizational Studies" NA NA 114 127 NA NA
"10936" 140973 "STATS" 250 3.7 3.45925925925926 "S" 386 127 NA "German BA" "Political Science BA" 3.9 25 30 23 27 27 580 730 1310 "M" NA NA "Political Science Department" "Germanic Languages & Lit Dept" NA 118 131 131 NA
"10937" 140976 "STATS" 250 3.7 3.78461538461538 "S" 386 122 NA "Judaic Studies BA" "History BA" 3.8 30 27 32 26 29 NA NA NA "F" NA NA "History Department" "Judaic Studies Program" NA 110 125 125 NA
"10938" 141010 "STATS" 250 3.7 3.42 "S" 1802 130 NA NA NA 3.9 32 32 29 31 31 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"10939" 141014 "STATS" 250 3.3 3.32197802197802 "S" 1260 135 NA NA NA 3.8 31 32 26 34 31 NA NA NA "M" NA "G" NA NA NA 134 NA NA NA
"10940" 141045 "STATS" 250 4 3.31428571428571 "S" 1260 118 NA NA "Economics BA" 3.6 29 34 31 31 32 NA NA NA "M" NA NA "Economics Department" NA NA 114 127 NA NA
"10941" 141048 "STATS" 250 4 3.69838709677419 "S" 1260 130 NA NA NA 3.5 35 34 36 27 33 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"10942" 141050 "STATS" 250 4 2.93076923076923 "S" 1260 119 NA NA "Informatics BA" 3.71 28 27 NA NA 29 620 690 1310 "M" NA NA "Statistics Department" NA NA 118 131 NA NA
"10943" 141069 "STATS" 250 0 1.84761904761905 "S" 1802 122 NA NA NA 3.89 29 26 24 24 26 NA NA NA "F" NA NA NA NA NA 118 NA NA NA
"10944" 141070 "STATS" 250 2 2.30555555555556 "S" 1260 126 NA NA "Business Administration BBA" 3.6 32 33 32 26 31 NA NA NA "M" NA "G" "School of Business Administration" NA NA 106 127 NA NA
"10945" 141074 "STATS" 250 2.7 3.18103448275862 "S" 71 134 NA NA NA 3.7 20 19 24 19 21 NA NA NA "F" "E" "D" NA NA NA 129 NA NA NA
"10946" 141084 "STATS" 250 3 3.25555555555556 "S" 386 135 NA NA NA 3.8 34 26 32 27 30 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"10947" 141086 "STATS" 250 3.3 3.36818181818182 "S" 1260 130 NA NA NA 3.5 28 24 32 25 28 NA NA NA "F" "E" NA NA NA NA 126 NA NA NA
"10948" 141121 "STATS" 250 3.7 3.77666666666667 "S" 386 123 NA NA "Biopsych, Cognit & Neurosci BS" 4 35 27 32 28 31 NA NA NA "F" NA "G" "Psychology Department" NA NA 122 135 NA NA
"10949" 141122 "STATS" 250 2.7 3.39 "S" 1802 130 NA NA NA 3.7 32 27 32 32 31 680 660 1340 "F" NA NA NA NA NA 126 NA NA NA
"10950" 141124 "STATS" 250 2.7 4.48571428571429 "S" 386 119 NA NA "English BA" 0 31 26 24 24 27 NA NA NA "F" NA NA "English Language & Literature Dept" NA NA 119 133 NA NA
"10951" 141124 "STATS" 250 0 3.78888888888889 "S" 386 131 NA NA "English BA" 0 31 26 24 24 27 NA NA NA "F" NA NA "English Language & Literature Dept" NA NA 119 133 NA NA
"10952" 141151 "STATS" 250 3 2.94 "S" 1260 134 NA NA NA 3.7 27 30 27 27 28 620 600 1220 "M" NA NA NA NA NA 126 NA NA NA
"10953" 141160 "STATS" 250 4 3.4125 "S" 1260 130 NA NA "Economics BA" 3.9 27 31 24 28 28 NA NA NA "M" NA NA "Economics Department" NA NA 122 135 NA NA
"10954" 141186 "STATS" 250 3.7 3.64495412844037 "S" 1802 122 NA NA "Business Administration BBA" 3.6 33 34 NA NA 31 690 710 1400 "M" NA NA "School of Business Administration" NA NA 122 134 NA NA
"10955" 141219 "STATS" 250 3.7 3.46172839506173 "S" 1260 131 NA NA NA 3.5 35 35 NA NA 34 800 770 1570 "M" NA NA NA NA NA 130 NA NA NA
"10956" 141239 "STATS" 250 3.7 3.63809523809524 "S" 1260 127 NA NA NA 3.7 34 33 33 27 32 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"10957" 141251 "STATS" 250 3.7 3.7037037037037 "S" 1260 119 NA NA "Public Policy BA" 0 32 32 27 34 32 NA NA NA "M" NA NA "School Of Public Policy" NA NA 126 131 NA NA
"10958" 141276 "STATS" 250 3.7 3.29148936170213 "S" 1260 131 NA NA NA 3.8 34 30 34 29 32 610 700 1310 "F" NA NA NA NA NA 130 NA NA NA
"10959" 141282 "STATS" 250 0 1.93283582089552 "S" 386 122 NA NA "General Studies BGS" 0 24 19 26 23 23 NA NA NA "F" NA NA "College of Literature, Science, and the Arts" NA NA 118 129 NA NA
"10960" 141287 "STATS" 250 2.7 3.14545454545455 "S" 1260 122 NA "German BA" "Psychology BA" 3.89 31 27 23 21 25 NA NA NA "F" NA NA "Psychology Department" "Germanic Languages & Lit Dept" NA 118 131 131 NA
"10961" 141295 "STATS" 250 3 4.13888888888889 "S" 386 135 NA NA NA 4 36 29 34 32 33 NA NA NA "F" NA "G" NA NA NA 130 NA NA NA
"10962" 141298 "STATS" 250 3.7 3.69310344827586 "S" 71 135 NA NA NA 3.9 35 29 33 29 31 NA NA NA "F" NA "G" NA NA NA 134 NA NA NA
"10963" 141308 "STATS" 250 3.7 2.97222222222222 "S" 386 131 NA NA NA 3.9 30 26 29 24 27 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"10964" 141325 "STATS" 250 4 3.57422680412371 "S" 1260 122 NA "Business Administration BBA" "Mathematics BS" 4 25 29 NA NA 28 490 770 1260 "M" NA NA "Mathematics Department" "School of Business Administration" NA 122 135 135 NA
"10965" 141334 "STATS" 250 2.7 3.1 "S" 1802 122 NA NA "Biology BS" 3.7 27 31 32 29 30 630 700 1330 "M" NA NA "Biology Department" NA NA 118 133 NA NA
"10966" 141356 "STATS" 250 2.7 3.36818181818182 "S" 386 118 NA NA "Public Policy BA" 3.7 31 33 32 27 31 NA NA NA "F" NA NA "School Of Public Policy" NA NA 110 123 NA NA
"10967" 141358 "STATS" 250 2 2.61538461538462 "S" 1260 130 NA NA NA 0 24 26 22 26 25 NA NA NA "M" NA NA NA NA NA 98 NA NA NA
"10968" 141363 "STATS" 250 3.3 3.66666666666667 "S" 386 127 NA NA "Biopsych, Cognit & Neurosci BS" 4 22 22 21 24 23 NA NA NA "M" "E" NA "Psychology Department" NA NA 122 135 NA NA
